Unique_Name,Transaction_Amount,Country_Amount_Interaction,Velocity_Risk,Transaction_Amount_Squared,Num_Transactions_24h,Risk_Velocity,Is_Suspicious,Country_Amount_Interaction_Squared,Velocity_Risk_Squared,Transaction_Amount_x_Country_Amount_Interaction
IMP_Record_00698,581280.1,40.69,6.39,337886554656.00995,11,10.18,1,1655.6761,40.8321,23652287.268999998
IMP_Record_00699,154447.28,12.36,3.09,23853962299.3984,20,17.36,1,152.7696,9.5481,1908968.3808
IMP_Record_00700,481191.99,14.44,11.55,231545731240.1601,24,11.99,1,208.5136,133.4025,6948412.3356
IMP_Record_00701,532636.17,37.28,7.99,283701289592.2689,15,0.92,1,1389.7984000000001,63.84010000000001,19856676.417600002
IMP_Record_00702,51918.35,4.67,2.49,2695515066.7225,48,34.3,1,21.808899999999998,6.200100000000001,242458.69449999998
IMP_Record_00703,336670.62,10.1,2.36,113347106371.1844,7,4.36,1,102.00999999999999,5.569599999999999,3400373.2619999996
IMP_Record_00704,134501.24,8.07,2.82,18090583561.537598,21,20.38,1,65.12490000000001,7.952399999999999,1085425.0067999999
IMP_Record_00705,63468.63,1.27,2.67,4028266994.0768995,42,23.48,1,1.6129,7.1289,80605.1601
IMP_Record_00706,989961.24,19.8,25.74,980023256702.3375,26,8.75,1,392.04,662.5475999999999,19601232.552
IMP_Record_00707,322421.61,16.12,14.19,103955694594.9921,44,22.84,1,259.85440000000006,201.3561,5197436.3532
IMP_Record_00708,809893.46,40.49,11.34,655927416550.7715,14,13.71,1,1639.4401000000003,128.5956,32792586.1954
IMP_Record_00709,254715.19,17.83,9.42,64879828016.7361,37,25.77,1,317.90889999999996,88.7364,4541571.8377
IMP_Record_00710,681534.57,13.63,14.31,464489370105.08484,21,14.11,1,185.7769,204.7761,9289316.1891
IMP_Record_00711,760251.84,53.22,13.68,577982860223.3855,18,4.33,1,2832.3684,187.14239999999998,40460602.9248
IMP_Record_00712,595679.18,29.78,2.98,354833685485.4725,5,3.72,1,886.8484000000001,8.8804,17739325.980400003
IMP_Record_00713,471629.03,28.3,1.41,222433941938.74094,3,2.25,1,800.89,1.9880999999999998,13347101.549
IMP_Record_00714,411899.73,32.95,9.47,169661387574.07288,23,7.3,1,1085.7025,89.68090000000001,13572096.103500001
IMP_Record_00715,348933.38,13.96,9.07,121754503678.2244,26,12.58,1,194.88160000000002,82.26490000000001,4871109.984800001
IMP_Record_00716,929536.19,65.07,34.39,864037528519.716,37,10.9,1,4234.104899999999,1182.6721,60484919.88329999
IMP_Record_00717,830636.35,49.84,19.94,689956745941.3225,24,6.21,1,2484.0256000000004,397.60360000000003,41398915.684
IMP_Record_00718,965030.41,19.3,47.29,931283692224.7682,49,1.27,1,372.49,2236.3441,18625086.913000003
IMP_Record_00719,124384.79,9.95,2.36,15471575983.344099,19,5.42,1,99.00249999999998,5.569599999999999,1237628.6604999998
IMP_Record_00720,730894.39,65.78,18.27,534206609333.4721,25,13.85,1,4327.0084,333.7929,48078232.9742
IMP_Record_00721,938346.62,46.92,19.71,880494379265.4244,21,0.03,1,2201.4864000000002,388.4841,44027223.4104
IMP_Record_00722,181314.94,7.25,2.18,32875107467.2036,12,3.4,1,52.5625,4.752400000000001,1314533.315
IMP_Record_00723,66589.62,4.0,2.73,4434177491.744399,41,36.14,1,16.0,7.4529,266358.48
IMP_Record_00724,741146.54,59.29,24.46,549298193753.9717,33,19.59,1,3515.3041,598.2916,43942578.3566
IMP_Record_00725,574515.67,17.24,2.3,330068255075.54895,4,2.43,1,297.21759999999995,5.289999999999999,9904650.150799999
IMP_Record_00726,841844.59,8.42,35.36,708702313712.2681,42,16.94,1,70.8964,1250.3296,7088331.447799999
IMP_Record_00727,139858.4,5.59,0.98,19560372050.559998,7,4.74,1,31.248099999999997,0.9603999999999999,781808.456
IMP_Record_00728,795287.79,31.81,17.5,632482668923.0841,22,4.18,1,1011.8761,306.25,25298104.5999
IMP_Record_00729,201707.16,2.02,6.66,40685778395.2656,33,27.02,1,4.0804,44.3556,407448.4632
IMP_Record_00730,163739.58,14.74,2.78,26810650058.576397,17,1.98,1,217.26760000000002,7.728399999999999,2413521.4091999996
IMP_Record_00731,164349.37,4.93,3.94,27010715419.3969,24,15.74,1,24.304899999999996,15.5236,810242.3940999999
IMP_Record_00732,814593.26,40.73,27.7,663562179237.4276,34,11.6,1,1658.9328999999998,767.29,33178383.479799997
IMP_Record_00733,665230.7,39.91,18.63,442531884222.4899,28,20.93,1,1592.8080999999997,347.07689999999997,26549357.236999996
IMP_Record_00734,523113.12,41.85,22.49,273647336316.1344,43,23.64,1,1751.4225000000001,505.80009999999993,21892284.072
IMP_Record_00735,358894.6,21.53,14.71,128805333909.15999,41,18.55,1,463.5409,216.38410000000002,7727000.738
IMP_Record_00736,877212.82,26.32,34.21,769502331572.3523,39,6.61,1,692.7424,1170.3241,23088241.422399998
IMP_Record_00737,392505.86,23.55,8.64,154060850134.3396,22,14.01,1,554.6025000000001,74.6496,9243513.003
IMP_Record_00738,816617.78,8.17,40.01,666864598612.1284,49,47.76,1,66.74889999999999,1600.8001,6671767.2626
IMP_Record_00739,439191.0,17.57,7.47,192888734481.0,17,14.04,1,308.7049,55.8009,7716585.87
IMP_Record_00740,377006.73,22.62,12.82,142134074465.29288,34,2.04,1,511.66440000000006,164.35240000000002,8527892.2326
IMP_Record_00741,462733.52,32.39,2.78,214122310531.59042,6,2.26,1,1049.1121,7.728399999999999,14987938.712800002
IMP_Record_00742,301447.74,9.04,13.87,90870739951.10759,46,42.58,1,81.72159999999998,192.37689999999998,2725087.5695999996
IMP_Record_00743,747634.62,67.29,4.49,558957525022.5444,6,3.02,1,4527.944100000001,20.160100000000003,50308333.5798
IMP_Record_00744,502770.12,35.19,17.09,252777793564.8144,34,22.51,1,1238.3360999999998,292.0681,17692480.5228
IMP_Record_00745,232289.47,2.32,0.23,53958397872.8809,1,0.91,1,5.3824,0.0529,538911.5704
IMP_Record_00746,899584.62,17.99,9.0,809252488540.5444,10,8.74,1,323.64009999999996,81.0,16183527.313799998
IMP_Record_00747,383952.83,3.84,8.06,147419775665.0089,21,10.54,1,14.7456,64.96360000000001,1474378.8672
IMP_Record_00748,543598.51,48.92,2.72,295499340074.2201,5,2.19,1,2393.1664,7.398400000000001,26592839.1092
IMP_Record_00749,906481.46,81.58,1.81,821708637323.7316,2,0.68,1,6655.2964,3.2761,73950757.5068
IMP_Record_00750,624275.57,43.7,13.73,389719987298.8248,22,15.82,1,1909.6900000000003,188.5129,27280842.408999998
IMP_Record_00751,116986.35,3.51,5.62,13685806086.322502,48,13.78,1,12.320099999999998,31.584400000000002,410622.0885
IMP_Record_00752,939838.14,46.99,1.88,883295729398.6597,2,0.5,1,2208.0601,3.5343999999999998,44162994.1986
IMP_Record_00753,627745.28,25.11,6.28,394064136562.27844,10,3.56,1,630.5120999999999,39.4384,15762683.980800001
IMP_Record_00754,334972.12,23.45,11.39,112206321177.2944,34,6.03,1,549.9024999999999,129.7321,7855096.214
IMP_Record_00755,139358.15,12.54,2.23,19420693971.422497,16,11.12,1,157.25159999999997,4.9729,1747551.201
IMP_Record_00756,794045.79,15.88,38.11,630508716616.7241,48,29.58,1,252.17440000000002,1452.3721,12609447.145200001
IMP_Record_00757,620110.75,49.61,24.18,384537342265.5625,39,18.83,1,2461.1521,584.6724,30763694.3075
IMP_Record_00758,533507.75,48.02,11.74,284630519310.0625,22,8.59,1,2305.9204000000004,137.82760000000002,25619042.155
IMP_Record_00759,893903.19,80.45,10.73,799062913092.176,12,10.91,1,6472.2025,115.1329,71914511.6355
IMP_Record_00760,788618.35,55.2,18.93,621918901956.7224,24,0.7,1,3047.0400000000004,358.3449,43531732.92
IMP_Record_00761,151759.71,13.66,7.13,23031009579.284096,47,36.15,1,186.5956,50.8369,2073037.6386
IMP_Record_00762,311790.9,28.06,12.47,97213565322.81001,40,36.08,1,787.3635999999999,155.50090000000003,8748852.654000001
IMP_Record_00763,248564.29,7.46,9.45,61784206263.2041,38,16.96,1,55.6516,89.30249999999998,1854289.6034000001
IMP_Record_00764,743971.9,29.76,7.44,553494187989.61,10,5.51,1,885.6576000000001,55.35360000000001,22140603.744000003
IMP_Record_00765,33629.08,0.67,1.18,1130915021.6464002,35,33.06,1,0.4489000000000001,1.3923999999999999,22531.483600000003
IMP_Record_00766,569932.7,17.1,27.93,324823282529.2899,49,10.4,1,292.41,780.0849,9745849.17
IMP_Record_00767,762482.44,38.12,24.4,581379471308.3535,32,16.64,1,1453.1344,595.3599999999999,29065830.612799995
IMP_Record_00768,876777.96,43.84,6.14,768739591141.7615,7,3.32,1,1921.9456000000002,37.6996,38437945.7664
IMP_Record_00769,342147.54,20.53,7.19,117064939128.05159,21,5.43,1,421.4809,51.69610000000001,7024288.9962
IMP_Record_00770,821275.18,57.49,16.43,674492921284.0325,20,16.37,1,3305.1001,269.9449,47215110.09820001
IMP_Record_00771,110720.67,7.75,2.88,12259066765.2489,26,23.39,1,60.0625,8.2944,858085.1925
IMP_Record_00772,846467.65,8.46,3.39,716507482496.5226,4,3.13,1,71.57160000000002,11.4921,7161116.319000001
IMP_Record_00773,127575.91,2.55,5.87,16275612812.3281,46,8.99,1,6.5024999999999995,34.456900000000005,325318.5705
IMP_Record_00774,397347.56,35.76,8.74,157885083437.9536,22,1.91,1,1278.7776,76.3876,14209148.7456
IMP_Record_00775,797315.64,15.95,11.96,635712229788.6096,15,9.08,1,254.40249999999997,143.04160000000002,12717184.458
IMP_Record_00776,150002.44,9.0,6.0,22500732005.9536,40,2.28,1,81.0,36.0,1350021.96
IMP_Record_00777,229328.47,2.29,4.82,52591547152.5409,21,14.13,1,5.2441,23.232400000000002,525162.1963000001
IMP_Record_00778,722280.34,21.67,10.83,521688889550.51556,15,7.96,1,469.5889000000001,117.2889,15651814.9678
IMP_Record_00779,720064.53,14.4,15.84,518492927364.1209,22,14.58,1,207.36,250.9056,10368929.232
IMP_Record_00780,641183.52,19.24,17.95,411116306319.59045,28,16.52,1,370.1775999999999,322.2025,12336370.9248
IMP_Record_00781,693979.05,34.7,9.72,481606921838.9026,14,5.92,1,1204.0900000000001,94.47840000000001,24081073.035000004
IMP_Record_00782,542770.17,32.57,14.65,294599457441.8289,27,5.42,1,1060.8049,214.6225,17678024.4369
IMP_Record_00783,251873.88,22.67,10.33,63440451426.2544,41,12.53,1,513.9289000000001,106.7089,5709980.8596
IMP_Record_00784,345761.42,13.83,13.83,119550959560.41638,40,20.98,1,191.2689,191.2689,4781880.4386
IMP_Record_00785,181679.56,12.72,5.09,33007462521.7936,28,18.25,1,161.79840000000002,25.908099999999997,2310964.0032
IMP_Record_00786,908459.72,54.51,23.62,825299062862.4784,26,20.27,1,2971.3401,557.9044,49520139.33719999
IMP_Record_00787,583433.46,11.67,28.59,340394602247.57153,49,37.59,1,136.1889,817.3881,6808668.4782
IMP_Record_00788,400911.33,32.07,0.8,160729894522.36893,2,1.95,1,1028.4849,0.6400000000000001,12857226.3531
IMP_Record_00789,462059.6,32.34,11.55,213499073952.15997,25,7.15,1,1045.8756000000003,133.4025,14943007.464000002
IMP_Record_00790,947288.61,66.31,2.84,897355710635.732,3,0.21,1,4397.016100000001,8.0656,62814707.729100004
IMP_Record_00791,153436.07,12.27,1.23,23542627577.044903,8,2.77,1,150.5529,1.5129,1882660.5789
IMP_Record_00792,586271.21,5.86,25.8,343713931674.8641,44,32.7,1,34.339600000000004,665.64,3435549.2906
IMP_Record_00793,505938.09,5.06,16.7,255973350912.8481,33,14.46,1,25.603599999999997,278.89,2560046.7354
IMP_Record_00794,611493.09,48.92,25.68,373923799117.74805,42,34.35,1,2393.1664,659.4624,29914241.9628
IMP_Record_00795,18208.37,0.73,0.64,331544738.05689996,35,19.23,1,0.5328999999999999,0.4096,13292.110099999998
IMP_Record_00796,872136.7,43.61,5.23,760622423486.8899,6,5.58,1,1901.8320999999999,27.352900000000005,38033881.486999996
IMP_Record_00797,932125.07,74.57,36.35,868857146122.5048,39,36.97,1,5560.684899999999,1321.3225,69508566.4699
IMP_Record_00798,565176.67,28.26,13.0,319424668312.28894,23,1.59,1,798.6276000000001,169.0,15971892.694200002
IMP_Record_00799,696681.16,27.87,17.42,485364638698.9456,25,11.41,1,776.7369000000001,303.4564000000001,19416503.9292
IMP_Record_00800,922507.13,55.35,39.67,851019404900.8369,43,26.22,1,3063.6225,1573.7089,51060769.645500004
IMP_Record_00801,707267.91,35.36,13.44,500227896515.7681,19,4.86,1,1250.3296,180.63359999999997,25008993.2976
IMP_Record_00802,152623.79,10.68,0.76,23294021273.964104,5,2.04,1,114.0624,0.5776,1630022.0772
IMP_Record_00803,576330.73,40.34,6.34,332157110342.3329,11,7.45,1,1627.3156000000004,40.1956,23249181.6482
IMP_Record_00804,606754.37,24.27,7.28,368150865514.0969,12,2.72,1,589.0328999999999,52.998400000000004,14725928.559899999
IMP_Record_00805,424188.26,21.21,4.24,179935679921.8276,10,6.02,1,449.86410000000006,17.977600000000002,8997032.9946
IMP_Record_00806,736470.59,22.09,5.89,542388929934.94806,8,5.58,1,487.9681,34.692099999999996,16268635.333099999
IMP_Record_00807,934373.58,37.37,22.42,873053987002.0164,24,2.17,1,1396.5168999999999,502.6564000000001,34917540.684599996
IMP_Record_00808,925575.96,37.02,25.92,856690857729.9215,28,13.93,1,1370.4804000000001,671.8464000000001,34264822.0392
IMP_Record_00809,450894.29,13.53,18.49,203305660754.6041,41,10.79,1,183.06089999999998,341.88009999999997,6100599.7436999995
IMP_Record_00810,113326.72,5.67,4.08,12842945465.9584,36,26.08,1,32.1489,16.6464,642562.5024
IMP_Record_00811,984842.71,49.24,36.44,969915163440.144,37,7.01,1,2424.5776,1327.8736,48493655.0404
IMP_Record_00812,838914.2,58.72,17.62,703777034961.6399,21,18.74,1,3448.0384,310.4644,49261041.82399999
IMP_Record_00813,124750.21,4.99,1.0,15562614895.044102,8,3.45,1,24.900100000000002,1.0,622503.5479
IMP_Record_00814,920849.8,36.83,8.29,847964354160.04,9,1.78,1,1356.4488999999999,68.72409999999999,33914898.134
IMP_Record_00815,869909.37,78.29,40.89,756742312013.7969,47,20.59,1,6129.324100000001,1671.9921,68105204.57730001
IMP_Record_00816,518886.17,31.13,7.78,269242857417.2689,15,6.13,1,969.0768999999999,60.528400000000005,16152926.472099999
IMP_Record_00817,591316.31,23.65,28.38,349654978472.0162,48,20.59,1,559.3224999999999,805.4244,13984630.7315
IMP_Record_00818,399062.8,7.98,18.36,159251118343.84,46,26.94,1,63.680400000000006,337.08959999999996,3184521.144
IMP_Record_00819,54856.16,3.29,2.19,3009198289.9456005,40,20.85,1,10.8241,4.7961,180476.76640000002
IMP_Record_00820,335263.72,6.71,6.03,112401761948.23839,18,2.7,1,45.0241,36.3609,2249619.5612
IMP_Record_00821,802873.16,40.14,33.72,644605311048.3856,42,2.75,1,1611.2196000000001,1137.0384,32227328.6424
IMP_Record_00822,4731.56,0.28,0.09,22387660.033600003,20,14.59,1,0.07840000000000001,0.0081,1324.8368000000003
IMP_Record_00823,333565.82,13.34,2.0,111266156272.2724,6,3.36,1,177.9556,4.0,4449768.0388
IMP_Record_00824,398228.88,11.95,4.78,158586240866.0544,12,4.31,1,142.80249999999998,22.8484,4758835.115999999
IMP_Record_00825,537441.86,37.62,1.07,288843752880.2596,2,1.62,1,1415.2643999999998,1.1449,20218562.773199998
IMP_Record_00826,919863.63,18.4,6.44,846149097796.7769,7,2.72,1,338.55999999999995,41.473600000000005,16925490.792
IMP_Record_00827,346411.36,20.78,5.54,120000830337.04959,16,12.74,1,431.80840000000006,30.6916,7198428.0608
IMP_Record_00828,347018.51,13.88,1.04,120421846282.6201,3,0.92,1,192.6544,1.0816000000000001,4816616.9188
IMP_Record_00829,737527.5,44.25,33.19,543946813256.25,45,3.28,1,1958.0625,1101.5760999999998,32635591.875
IMP_Record_00830,452272.72,18.09,1.36,204550613256.19836,3,2.8,1,327.2481,1.8496000000000004,8181613.504799999
IMP_Record_00831,224682.36,8.99,6.07,50482162895.16959,27,10.65,1,80.82010000000001,36.8449,2019894.4164
IMP_Record_00832,452494.27,18.1,19.46,204751064382.83292,43,34.09,1,327.61000000000007,378.69160000000005,8190146.287000001
IMP_Record_00833,140942.93,12.68,5.64,19864909516.984898,40,11.17,1,160.7824,31.809599999999996,1787156.3524
IMP_Record_00834,176469.35,12.35,6.71,31141431489.4225,38,24.56,1,152.52249999999998,45.0241,2179396.4725
IMP_Record_00835,498417.94,14.95,16.45,248420442913.8436,33,28.82,1,223.50249999999997,270.60249999999996,7451348.203
IMP_Record_00836,418983.56,12.57,11.73,175547223550.2736,28,1.17,1,158.00490000000002,137.59290000000001,5266623.3492
IMP_Record_00837,914854.42,54.89,0.91,836958609793.5365,1,0.83,1,3012.9121,0.8281000000000001,50216359.113800004
IMP_Record_00838,362457.66,21.75,2.9,131375555292.67558,8,4.57,1,473.0625,8.41,7883454.1049999995
IMP_Record_00839,580630.29,23.23,21.48,337131533665.48413,37,22.48,1,539.6329000000001,461.3904,13488041.6367
IMP_Record_00840,632301.06,56.91,20.23,399804630477.12366,32,16.74,1,3238.7481,409.2529,35984253.3246
IMP_Record_00841,13193.15,0.53,0.63,174059206.92249998,48,41.97,1,0.28090000000000004,0.39690000000000003,6992.3695
IMP_Record_00842,663571.02,59.72,28.53,440326498583.84045,43,1.87,1,3566.4784,813.9609,39628461.3144
IMP_Record_00843,178118.16,7.12,6.59,31726078921.785603,37,9.66,1,50.6944,43.4281,1268201.2992
IMP_Record_00844,961074.21,19.22,3.84,923663637127.124,4,3.5,1,369.4084,14.7456,18471846.3162
IMP_Record_00845,148747.86,2.97,4.46,22125925854.579597,30,22.57,1,8.820900000000002,19.8916,441781.1442
IMP_Record_00846,414682.66,20.73,2.49,171961708504.67557,6,0.11,1,429.73290000000003,6.200100000000001,8596371.5418
IMP_Record_00847,85441.13,3.42,3.93,7300186695.676901,46,23.78,1,11.696399999999999,15.4449,292208.6646
IMP_Record_00848,996874.56,69.78,18.94,993758888375.1937,19,10.06,1,4869.2484,358.72360000000003,69561906.7968
IMP_Record_00849,502244.79,25.11,16.07,252249829082.14407,32,12.83,1,630.5120999999999,258.24490000000003,12611366.6769
IMP_Record_00850,595425.48,35.73,5.36,354531502233.2304,9,2.68,1,1276.6328999999998,28.729600000000005,21274552.400399998
IMP_Record_00851,67169.77,2.69,0.81,4511778001.8529005,12,8.18,1,7.2360999999999995,0.6561000000000001,180686.6813
IMP_Record_00852,749985.47,15.0,8.25,562478205211.1208,11,2.29,1,225.0,68.0625,11249782.049999999
IMP_Record_00853,209984.6,18.9,9.66,44093532237.16,46,36.75,1,357.2099999999999,93.3156,3968708.94
IMP_Record_00854,898064.48,62.86,14.37,806519810237.6704,16,12.85,1,3951.3795999999998,206.49689999999998,56452333.212799996
IMP_Record_00855,205219.13,8.21,0.21,42114891317.9569,1,0.42,1,67.40410000000001,0.04409999999999999,1684849.0573000002
IMP_Record_00856,190768.65,5.72,8.58,36392677822.822495,45,12.76,1,32.718399999999995,73.6164,1091196.6779999998
IMP_Record_00857,36646.01,1.1,0.77,1342930048.9201002,21,5.96,0,1.2100000000000002,0.5929,40310.611000000004
IMP_Record_00858,472119.74,42.49,14.16,222897048897.6676,30,14.47,1,1805.4001,200.50560000000002,20060367.7526
IMP_Record_00859,564884.65,28.24,7.34,319094667805.6225,13,9.35,1,797.4975999999999,53.8756,15952342.515999999
IMP_Record_00860,65802.07,1.97,2.24,4329912416.284901,34,12.2,1,3.8809,5.017600000000001,129630.07790000002
IMP_Record_00861,775550.06,38.78,3.1,601477895566.0037,4,2.44,1,1503.8884,9.610000000000001,30075831.326800004
IMP_Record_00862,453343.51,9.07,12.69,205520338059.12012,28,10.71,1,82.26490000000001,161.03609999999998,4111825.6357
IMP_Record_00863,524437.83,20.98,19.93,275035037535.1088,38,11.57,1,440.16040000000004,397.2049,11002705.6734
IMP_Record_00864,440818.67,8.82,13.67,194321099820.56888,31,0.77,1,77.7924,186.8689,3888020.6694
IMP_Record_00865,400822.98,8.02,10.82,160659061296.08038,27,0.11,1,64.32039999999999,117.0724,3214600.2995999996
IMP_Record_00866,559684.37,44.77,2.8,313246594022.2969,5,1.14,1,2004.3529000000003,7.839999999999999,25057069.244900003
IMP_Record_00867,155324.72,1.55,3.88,24125768643.0784,25,10.16,1,2.4025000000000003,15.0544,240753.31600000002
IMP_Record_00868,182009.94,12.74,0.55,33127618258.8036,3,2.55,1,162.3076,0.30250000000000005,2318806.6356
IMP_Record_00869,861799.44,43.09,28.44,742698274784.3135,33,26.35,1,1856.7481000000002,808.8336,37134937.8696
IMP_Record_00870,946120.85,75.69,3.78,895144662804.7224,4,1.07,1,5728.9761,14.2884,71611887.1365
IMP_Record_00871,373371.99,3.73,9.33,139406642916.5601,25,6.11,1,13.9129,87.0489,1392677.5226999999
IMP_Record_00872,270817.6,18.96,5.42,73342172469.76,20,4.55,1,359.4816,29.3764,5134701.6959999995
IMP_Record_00873,644035.14,32.2,21.9,414781261554.81964,34,11.53,1,1036.8400000000001,479.60999999999996,20737931.508
IMP_Record_00874,408793.3,16.35,10.63,167111962124.88998,26,12.95,1,267.32250000000005,112.99690000000001,6683770.455
IMP_Record_00875,25483.82,1.78,0.13,649425081.7924,5,2.19,0,3.1684,0.016900000000000002,45361.1996
IMP_Record_00876,156236.98,3.12,5.47,24409993919.520405,35,7.64,1,9.7344,29.920899999999996,487459.37760000007
IMP_Record_00877,716000.63,7.16,20.05,512656902160.3969,28,3.65,1,51.2656,402.00250000000005,5126564.5108
IMP_Record_00878,658958.05,6.59,19.11,434225711659.80255,29,0.36,1,43.4281,365.1921,4342533.549500001
IMP_Record_00879,27193.28,0.27,0.24,739474477.1583999,9,1.39,0,0.0729,0.0576,7342.1856
IMP_Record_00880,222049.96,11.1,8.44,49306184736.001595,38,26.8,1,123.21,71.2336,2464754.556
IMP_Record_00881,231151.69,16.18,1.39,53431103789.8561,6,1.46,1,261.7924,1.9320999999999997,3740034.3442
IMP_Record_00882,671925.55,13.44,12.77,451483944742.80255,19,8.9,1,180.63359999999997,163.07289999999998,9030679.392
IMP_Record_00883,19808.57,1.58,0.87,392379445.4449,44,26.02,1,2.4964000000000004,0.7569,31297.5406
IMP_Record_00884,104198.17,4.17,1.15,10857258631.3489,11,9.76,1,17.3889,1.3224999999999998,434506.3689
IMP_Record_00885,799936.09,24.0,1.6,639897748084.488,2,1.78,1,576.0,2.5600000000000005,19198466.16
IMP_Record_00886,178626.81,14.29,8.4,31907537250.7761,47,35.05,1,204.20409999999998,70.56,2552577.1149
IMP_Record_00887,652780.83,13.06,28.72,426122812015.48883,44,1.55,1,170.5636,824.8384,8525317.6398
IMP_Record_00888,238258.96,7.15,10.48,56767332020.28159,44,25.3,1,51.1225,109.83040000000001,1703551.564
IMP_Record_00889,99531.45,2.99,0.9,9906509539.102499,9,7.08,1,8.940100000000001,0.81,297599.0355
IMP_Record_00890,243247.87,2.43,5.11,59169526259.536896,21,0.36,1,5.9049000000000005,26.1121,591092.3241000001
IMP_Record_00891,722294.71,43.34,17.34,521709648093.9841,24,13.19,1,1878.3556000000003,300.6756,31304252.7314
IMP_Record_00892,855710.9,17.11,29.09,732241144378.81,34,29.16,1,292.7521,846.2281,14641213.499
IMP_Record_00893,830236.84,8.3,18.27,689293210493.1855,22,10.43,1,68.89000000000001,333.7929,6890965.772
IMP_Record_00894,397243.81,7.94,1.19,157802644583.3161,3,0.01,1,63.043600000000005,1.4161,3154115.8514
IMP_Record_00895,668118.33,40.09,8.02,446382102881.98883,12,0.13,1,1607.2081000000003,64.32039999999999,26784863.8497
IMP_Record_00896,205063.8,8.2,5.74,42051162070.439995,28,11.67,1,67.24,32.9476,1681523.1599999997
IMP_Record_00897,293218.42,17.59,8.8,85977041827.29639,30,4.65,1,309.4081,77.44000000000001,5157712.0078
IMP_Record_00898,896346.18,80.67,23.31,803436474400.5925,26,17.28,1,6507.6489,543.3561,72308246.3406
IMP_Record_00899,13100.62,1.05,0.63,171626244.3844,48,34.02,1,1.1025,0.39690000000000003,13755.651000000002
IMP_Record_00900,85599.98,0.86,1.8,7327356576.0004,21,3.74,0,0.7395999999999999,3.24,73615.9828
IMP_Record_00901,207965.47,16.64,5.82,43249636712.3209,28,24.88,1,276.88960000000003,33.872400000000006,3460545.4208
IMP_Record_00902,26629.55,2.4,0.69,709132933.2025,26,11.49,1,5.76,0.4760999999999999,63910.92
IMP_Record_00903,181517.29,10.89,5.99,32948526568.944103,33,4.71,1,118.59210000000002,35.880100000000006,1976723.2881000002
IMP_Record_00904,583083.26,29.15,12.24,339986088092.2276,21,16.05,1,849.7225,149.8176,16996877.029
IMP_Record_00905,421482.41,25.29,14.75,177647421939.40808,35,27.65,1,639.5840999999999,217.5625,10659290.148899999
IMP_Record_00906,892682.44,53.56,30.35,796881938684.3535,34,21.74,1,2868.6736,921.1225000000001,47812071.4864
IMP_Record_00907,817461.82,73.57,33.52,668243827157.7123,41,34.99,1,5412.544899999999,1123.5904000000003,60140666.09739999
IMP_Record_00908,341883.17,13.68,16.07,116884101929.24889,47,34.66,1,187.14239999999998,258.24490000000003,4676961.7656
IMP_Record_00909,259497.49,5.19,4.67,67338947316.300095,18,15.88,1,26.936100000000003,21.808899999999998,1346791.9731
IMP_Record_00910,379754.44,34.18,4.18,144213434699.7136,11,4.77,1,1168.2724,17.472399999999997,12980006.7592
IMP_Record_00911,590335.91,11.81,13.58,348496486635.52814,23,17.19,1,139.4761,184.4164,6971867.097100001
IMP_Record_00912,268136.83,24.13,12.87,71897359602.44891,48,47.99,1,582.2569,165.63689999999997,6470141.7079
IMP_Record_00913,624186.49,12.48,13.73,389608774298.5201,22,15.95,1,155.7504,188.5129,7789847.3952
IMP_Record_00914,409470.71,32.76,6.96,167666262347.9041,17,1.94,1,1073.2176,48.4416,13414260.4596
IMP_Record_00915,552091.98,49.69,2.76,304805554380.3204,5,2.59,1,2469.0960999999998,7.617599999999999,27433450.486199997
IMP_Record_00916,436182.92,39.26,19.19,190255539699.72638,44,25.84,1,1541.3475999999998,368.25610000000006,17124541.4392
IMP_Record_00917,294536.31,26.51,3.24,86751637908.41609,11,1.92,1,702.7801000000001,10.497600000000002,7808157.5781000005
IMP_Record_00918,948458.46,18.97,28.45,899573450345.5715,30,28.89,1,359.86089999999996,809.4024999999999,17992256.986199997
IMP_Record_00919,763629.43,30.55,11.45,583129906362.125,15,2.63,1,933.3025,131.1025,23328879.086500004
IMP_Record_00920,140199.16,9.81,3.79,19655804464.7056,27,4.79,1,96.23610000000001,14.3641,1375353.7596
IMP_Record_00921,868481.13,17.37,30.4,754259473166.0769,35,32.03,1,301.7169,924.16,15085517.228100002
IMP_Record_00922,487482.46,4.87,16.09,237639148807.6516,33,15.35,1,23.716900000000003,258.8881,2374039.5802
IMP_Record_00923,894562.77,26.84,17.89,800242549470.0729,20,1.26,1,720.3856,320.0521,24010064.7468
IMP_Record_00924,799875.27,32.0,12.8,639800447557.5729,16,9.57,1,1024.0,163.84000000000003,25596008.64
IMP_Record_00925,425270.98,34.02,14.46,180855406430.16037,34,20.46,1,1157.3604000000003,209.09160000000003,14467718.7396
IMP_Record_00926,22567.06,1.35,0.05,509272197.0436001,2,0.13,1,1.8225000000000002,0.0025000000000000005,30465.531000000003
IMP_Record_00927,268750.49,5.38,9.41,72226825875.2401,35,34.04,1,28.944399999999998,88.5481,1445877.6361999998
IMP_Record_00928,541680.05,48.75,21.67,293417276568.00256,40,21.76,1,2376.5625,469.5889000000001,26406902.437500004
IMP_Record_00929,633514.87,12.67,17.74,401341090511.1169,28,15.67,1,160.5289,314.70759999999996,8026633.4029
IMP_Record_00930,257961.9,12.9,12.12,66544341851.61,47,24.45,1,166.41,146.8944,3327708.5100000002
