Unique_Name,Country,Country_Risk_Score,Transaction_Amount,Transaction_Volume_30D,Transaction_Trend_30D,Previous_Banking_History_Score,Chargeback_Count_12M,Past_SAR_Flag,Account_Age_Days,KYC_Risk_Score,Amount_Squared,Volume_Squared,Trend_Squared,Amount_x_Volume,CountryRisk_x_Trend,History_Inverse,Risk_Target,Risk_Label,Country_Risk_Flag,Composite_Risk_Score,Country_Risk_Score_Squared,Transaction_Amount_Cubed,History_Inverse_Squared,Amount_x_CountryRisk,Amount_x_Trend,Volume_x_CountryRisk
AML_Customer_01531,DE,0.17,1384.27,15,0.299,69.96,0,0,2302,59.69,1.9162,225,0.089401,20764.05,0.05083,30.04,0,Low_Risk,0,0.201265,0.0289,2.6525,902.4016,235.33,413.897,2.55
AML_Customer_01532,IN,0.35,3238.33,27,0.063,43.59,1,0,1737,15.94,10.4868,729,0.003969,87434.91,0.02205,56.41,0,Low_Risk,0,0.39211,0.1225,33.9597,3182.0881,1133.42,204.015,9.45
AML_Customer_01533,BR,0.4,8218.59,28,-0.266,78.74,1,0,3424,63.46,67.5452,784,0.070756,230120.52,-0.1064,21.26,0,Low_Risk,0,0.505815,0.16,555.1265,451.9876,3287.44,-2186.145,11.2
AML_Customer_01534,CA,0.16,13493.98,25,0.864,57.03,1,1,3609,43.02,182.0875,625,0.746496,337349.5,0.13824,42.97,0,Low_Risk,0,0.5708425,0.0256,2457.085,1846.4209,2159.04,11658.799,4.0
AML_Customer_01535,SG,0.2,9352.62,25,0.247,15.15,4,0,3649,1.86,87.4715,625,0.061009,233815.5,0.0494,84.85,0,Low_Risk,0,0.49588000000000004,0.04,818.0877,7199.5225,1870.52,2310.097,5.0
AML_Customer_01536,UK,0.18,33488.95,21,0.026,78.2,0,0,2211,53.98,1121.5098,441,0.000676,703267.95,0.00468,21.8,0,Low_Risk,0,0.48625,0.0324,37558.1847,475.24,6028.01,870.713,3.78
AML_Customer_01537,UK,0.18,1406.55,14,0.575,42.66,1,1,1090,98.93,1.9784,196,0.330625,19691.7,0.1035,57.34,0,Low_Risk,0,0.37244499999999997,0.0324,2.7827,3287.8756,253.18,808.766,2.52
AML_Customer_01538,BR,0.4,11425.33,23,0.725,44.04,2,1,2170,34.97,130.5382,529,0.525625,262782.59,0.29,55.96,1,High_Risk,0,0.6547225,0.16,1491.4416,3131.5216,4570.13,8283.364,9.2
AML_Customer_01539,UK,0.18,1606.83,23,0.029,78.76,2,0,2152,96.56,2.5819,529,0.000841,36957.09,0.00522,21.24,0,Low_Risk,0,0.3317775,0.0324,4.1487,451.1376,289.23,46.598,4.14
AML_Customer_01540,AE,0.28,21156.71,21,0.202,58.06,1,1,2833,9.62,447.6064,441,0.040804,444290.91,0.05656,41.94,0,Low_Risk,0,0.57004,0.0784,9469.8783,1758.9636,5923.88,4273.655,5.88
AML_Customer_01541,BR,0.4,9005.05,21,-0.266,83.36,2,1,2260,73.25,81.0909,441,0.070756,189106.05,-0.1064,16.64,0,Low_Risk,0,0.536455,0.16,730.2278,276.8896,3602.02,-2395.343,8.4
AML_Customer_01542,US,0.15,15057.18,29,0.028,89.2,0,0,746,11.43,226.7187,841,0.000784,436658.22,0.0042,10.8,0,Low_Risk,0,0.4055925,0.0225,3413.7438,116.64,2258.58,421.601,4.35
AML_Customer_01543,IN,0.35,4171.86,24,0.01,52.1,2,1,488,27.36,17.4044,576,0.0001,100124.64,0.0035,47.9,0,Low_Risk,0,0.4731675,0.1225,72.6088,2294.41,1460.15,41.719,8.4
AML_Customer_01544,CA,0.16,35577.37,22,0.145,80.87,0,0,1731,57.08,1265.7493,484,0.021025,782702.14,0.0232,19.13,0,Low_Risk,0,0.48397749999999995,0.0256,45032.0296,365.9569,5692.38,5158.719,3.52
AML_Customer_01545,PK,0.55,28049.46,15,0.196,49.89,2,0,656,59.28,786.7722,225,0.038416,420741.9,0.1078,50.11,1,High_Risk,1,0.7295874999999999,0.3025,22068.5355,2511.0121,15427.2,5497.694,8.25
AML_Customer_01546,AE,0.28,17739.42,14,0.276,100.0,2,0,2486,77.52,314.687,196,0.076176,248351.88,0.07728,0.0,0,Low_Risk,0,0.4972075,0.0784,5582.3653,0.0,4967.04,4896.08,3.92
AML_Customer_01547,NG,0.65,8694.82,25,0.163,51.14,3,1,236,61.53,75.5999,625,0.026569,217370.5,0.10595,48.86,1,High_Risk,1,0.7508225000000001,0.4225,657.3275,2387.2996,5651.63,1417.256,16.25
AML_Customer_01548,IN,0.35,17674.13,27,-0.344,85.52,1,0,3346,59.36,312.3749,729,0.118336,477201.51,-0.1204,14.48,0,Low_Risk,0,0.5565450000000001,0.1225,5520.9541,209.6704,6185.95,-6079.901,9.45
AML_Customer_01549,US,0.15,4881.01,26,-0.248,81.88,2,0,1386,91.24,23.8243,676,0.061504,126906.26,-0.0372,18.12,0,Low_Risk,0,0.34573,0.0225,116.2864,328.3344,732.15,-1210.49,3.9
AML_Customer_01550,IN,0.35,23284.79,11,-0.111,71.32,0,0,702,45.22,542.1814,121,0.012321,256132.69,-0.03885,28.68,0,Low_Risk,0,0.43615000000000004,0.1225,12624.5811,822.5424,8149.68,-2584.612,3.85
AML_Customer_01551,PK,0.55,51507.41,18,-0.019,51.59,2,1,3626,22.53,2653.0133,324,0.000361,927133.38,-0.01045,48.41,1,High_Risk,1,0.7728025,0.3025,136649.843,2343.5281,28329.08,-978.641,9.9
AML_Customer_01552,IN,0.35,28871.51,22,0.448,61.97,2,0,3395,16.18,833.5641,484,0.200704,635173.22,0.1568,38.03,1,High_Risk,0,0.602035,0.1225,24066.254,1446.2809,10105.03,12934.436,7.7
AML_Customer_01553,NG,0.65,4771.41,23,-0.327,21.93,1,0,3090,40.0,22.7664,529,0.106929,109742.43,-0.21255,78.07,0,Low_Risk,1,0.5089649999999999,0.4225,108.6276,6094.9249,3101.42,-1560.251,14.95
AML_Customer_01554,RU,0.7,14205.97,21,-0.045,69.49,2,1,2007,71.28,201.8096,441,0.002025,298325.37,-0.0315,30.51,1,High_Risk,1,0.7625375000000001,0.49,2866.9009,930.8601,9944.18,-639.269,14.7
AML_Customer_01555,CA,0.16,2715.85,29,0.414,71.99,2,0,1969,4.25,7.3758,841,0.171396,78759.65,0.06624,28.01,0,Low_Risk,0,0.3393925,0.0256,20.0317,784.5601,434.54,1124.362,4.64
AML_Customer_01556,UK,0.18,17542.65,29,-0.025,67.67,2,0,2825,12.91,307.7446,841,0.000625,508736.85,-0.0045,32.33,0,Low_Risk,0,0.5068825,0.0324,5398.6553,1045.2289,3157.68,-438.566,5.22
AML_Customer_01557,IN,0.35,15531.16,17,0.241,5.53,0,1,302,10.61,241.2169,289,0.058081,264029.72,0.08435,94.47,0,Low_Risk,0,0.51614,0.1225,3746.3787,8924.5809,5435.91,3743.01,5.95
AML_Customer_01558,SG,0.2,1525.66,18,0.031,39.69,2,0,2456,58.53,2.3276,324,0.000961,27461.88,0.0062,60.31,0,Low_Risk,0,0.27885750000000004,0.04,3.5512,3637.2961,305.13,47.295,3.6
AML_Customer_01559,NG,0.65,3097.08,17,0.17,50.04,1,0,2703,24.29,9.5919,289,0.0289,52650.36,0.1105,49.96,0,Low_Risk,1,0.43015,0.4225,29.7069,2496.0016,2013.1,526.504,11.05
AML_Customer_01560,IR,0.75,7456.65,29,0.0,70.83,1,1,2741,16.63,55.6016,841,0.0,216242.85,0.0,29.17,1,High_Risk,1,0.6674849999999999,0.5625,414.6019,850.8889,5592.49,0.0,21.75
AML_Customer_01561,DE,0.17,7325.67,27,0.313,70.79,0,0,1079,59.28,53.6654,729,0.097969,197793.09,0.05321,29.21,0,Low_Risk,0,0.4242350000000001,0.0289,393.1353,853.2241,1245.36,2292.935,4.59
AML_Customer_01562,CA,0.16,2952.84,28,-0.461,61.6,3,0,2757,76.13,8.7193,784,0.212521,82679.52,-0.07376,38.4,0,Low_Risk,0,0.3531274999999999,0.0256,25.7466,1474.56,472.45,-1361.259,4.48
AML_Customer_01563,NG,0.65,14602.95,27,-0.047,77.7,1,0,2621,33.22,213.2461,729,0.002209,394279.65,-0.03055,22.3,1,High_Risk,1,0.696045,0.4225,3114.0228,497.29,9491.92,-686.339,17.55
AML_Customer_01564,CA,0.16,12726.91,32,0.184,44.48,2,0,2810,57.82,161.9742,1024,0.033856,407261.12,0.02944,55.52,0,Low_Risk,0,0.5348825,0.0256,2061.4316,3082.4704,2036.31,2341.751,5.12
AML_Customer_01565,NG,0.65,8149.65,22,0.267,77.2,1,1,1907,9.81,66.4168,484,0.071289,179292.3,0.17355,22.8,1,High_Risk,1,0.6254875000000001,0.4225,541.2736,519.84,5297.27,2175.957,14.3
AML_Customer_01566,SG,0.2,4648.08,28,0.603,74.49,2,0,120,93.52,21.6046,784,0.363609,130146.24,0.1206,25.51,0,Low_Risk,0,0.50239,0.04,100.4201,650.7601,929.62,2802.792,5.6
AML_Customer_01567,IN,0.35,28246.0,18,-0.057,72.55,4,1,505,33.69,797.8365,324,0.003249,508428.0,-0.01995,27.45,1,High_Risk,0,0.5891425000000001,0.1225,22535.6902,753.5025,9886.1,-1610.022,6.3
AML_Customer_01568,US,0.15,51813.56,28,0.598,61.36,2,0,2076,99.75,2684.645,784,0.357604,1450779.68,0.0897,38.64,1,High_Risk,0,0.663085,0.0225,139101.0148,1493.0496,7772.03,30984.509,4.2
AML_Customer_01569,IN,0.35,6102.41,22,-0.151,100.0,3,1,755,97.86,37.2394,484,0.022801,134253.02,-0.05285,0.0,0,Low_Risk,0,0.5079375,0.1225,227.2501,0.0,2135.84,-921.464,7.7
AML_Customer_01570,AE,0.28,5365.97,28,0.545,74.86,1,0,1241,77.88,28.7936,784,0.297025,150247.16,0.1526,25.14,0,Low_Risk,0,0.4941225,0.0784,154.5058,632.0196,1502.47,2924.454,7.84
AML_Customer_01571,IN,0.35,16174.77,29,0.366,45.63,1,0,3296,2.01,261.6232,841,0.133956,469068.33,0.1281,54.37,1,High_Risk,0,0.5926450000000001,0.1225,4231.6948,2956.0969,5661.17,5919.966,10.15
AML_Customer_01572,UK,0.18,6918.61,18,-0.24,69.97,0,0,563,54.35,47.8672,324,0.0576,124534.98,-0.0432,30.03,0,Low_Risk,0,0.277915,0.0324,331.1742,901.8009,1245.35,-1660.466,3.24
AML_Customer_01573,BR,0.4,8609.34,20,0.187,80.05,0,1,2775,8.68,74.1207,400,0.034969,172186.8,0.0748,19.95,0,Low_Risk,0,0.4702075,0.16,638.1306,398.0025,3443.74,1609.947,8.0
AML_Customer_01574,RU,0.7,20736.55,13,0.062,53.24,1,1,2957,89.51,430.0045,169,0.003844,269575.15,0.0434,46.76,1,High_Risk,1,0.7868075000000001,0.49,8916.8099,2186.4976,14515.58,1285.666,9.1
AML_Customer_01575,UK,0.18,1466.51,28,0.299,86.79,0,0,114,78.96,2.1507,784,0.089401,41062.28,0.05382,13.21,0,Low_Risk,0,0.35058999999999996,0.0324,3.154,174.5041,263.97,438.486,5.04
AML_Customer_01576,US,0.15,36986.28,19,0.002,72.64,1,1,2669,97.23,1367.9849,361,4e-06,702739.32,0.0003,27.36,0,Low_Risk,0,0.5409425,0.0225,50596.6729,748.5696,5547.94,73.973,2.85
AML_Customer_01577,US,0.15,10643.24,23,-0.028,18.15,2,0,870,60.84,113.2786,529,0.000784,244794.52,-0.0042,81.85,0,Low_Risk,0,0.3950375,0.0225,1205.6509,6699.4225,1596.49,-298.011,3.45
AML_Customer_01578,IN,0.35,6558.43,22,0.559,70.99,3,1,106,52.22,43.013,484,0.312481,144285.46,0.19565,29.01,0,Low_Risk,0,0.5593175,0.1225,282.0978,841.5801,2295.45,3666.162,7.7
AML_Customer_01579,IN,0.35,9052.22,25,0.045,56.88,1,0,2407,51.9,81.9427,625,0.002025,226305.5,0.01575,43.12,0,Low_Risk,0,0.49702749999999996,0.1225,741.7632,1859.3344,3168.28,407.35,8.75
AML_Customer_01580,IN,0.35,9532.19,17,0.369,75.74,4,0,2460,38.64,90.8626,289,0.136161,162047.23,0.12915,24.26,0,Low_Risk,0,0.46342,0.1225,866.12,588.5476,3336.27,3517.378,5.95
AML_Customer_01581,CA,0.16,1752.5,21,0.001,83.88,0,1,3534,46.87,3.0713,441,1e-06,36802.5,0.00016,16.12,0,Low_Risk,0,0.25974500000000006,0.0256,5.3824,259.8544,280.4,1.752,3.36
AML_Customer_01582,SG,0.2,44131.9,24,0.663,68.9,0,1,2454,63.54,1947.6246,576,0.439569,1059165.6,0.1326,31.1,1,High_Risk,0,0.689655,0.04,85952.374,967.21,8826.38,29259.45,4.8
AML_Customer_01583,IN,0.35,10314.7,18,-0.157,98.31,2,0,2418,93.29,106.393,324,0.024649,185664.6,-0.05495,1.69,0,Low_Risk,0,0.43869749999999996,0.1225,1097.4122,2.8561,3610.14,-1619.408,6.3
AML_Customer_01584,AE,0.28,15413.55,24,-0.135,61.43,2,0,1230,59.59,237.5775,576,0.018225,369925.2,-0.0378,38.57,0,Low_Risk,0,0.5198575,0.0784,3661.913,1487.6449,4315.79,-2080.829,6.72
AML_Customer_01585,PK,0.55,25630.79,23,0.614,77.5,2,1,3527,85.71,656.9374,529,0.376996,589508.17,0.3377,22.5,1,High_Risk,1,0.9039225,0.3025,16837.8244,506.25,14096.93,15737.305,12.65
AML_Customer_01586,UK,0.18,3564.71,25,-0.076,81.1,1,0,2501,86.28,12.7072,625,0.005776,89117.75,-0.01368,18.9,0,Low_Risk,0,0.338395,0.0324,45.2973,357.21,641.65,-270.918,4.5
AML_Customer_01587,BR,0.4,15890.42,19,0.64,63.05,1,0,2020,51.88,252.5054,361,0.4096,301917.98,0.256,36.95,0,Low_Risk,0,0.557175,0.16,4012.4176,1365.3025,6356.17,10169.869,7.6
AML_Customer_01588,SG,0.2,7573.11,24,0.392,80.58,1,1,2251,34.75,57.352,576,0.153664,181754.64,0.0784,19.42,0,Low_Risk,0,0.504365,0.04,434.333,377.1364,1514.62,2968.659,4.8
AML_Customer_01589,SG,0.2,23081.13,24,0.026,53.11,2,0,435,63.96,532.7386,576,0.000676,553947.12,0.0052,46.89,0,Low_Risk,0,0.5784475,0.04,12296.208,2198.6721,4616.23,600.109,4.8
AML_Customer_01590,BR,0.4,1179.41,27,-0.555,56.55,4,0,2159,44.59,1.391,729,0.308025,31844.07,-0.222,43.45,0,Low_Risk,0,0.41327500000000006,0.16,1.6406,1887.9025,471.76,-654.573,10.8
AML_Customer_01591,BR,0.4,8963.41,24,0.073,38.75,0,0,50,8.14,80.3427,576,0.005329,215121.84,0.0292,61.25,0,Low_Risk,0,0.4638725,0.16,720.1447,3751.5625,3585.36,654.329,9.6
AML_Customer_01592,PK,0.55,5416.36,23,0.116,69.83,3,1,2768,37.78,29.337,529,0.013456,124576.28,0.0638,30.17,1,High_Risk,1,0.625455,0.3025,158.8995,910.2289,2979.0,628.298,12.65
AML_Customer_01593,UK,0.18,15248.9,24,0.489,71.51,6,0,3087,99.41,232.529,576,0.239121,365973.6,0.08802,28.49,1,High_Risk,0,0.6026425000000001,0.0324,3545.8107,811.6801,2744.8,7456.712,4.32
AML_Customer_01594,US,0.15,15836.05,22,0.636,88.59,4,0,427,4.85,250.7805,484,0.404496,348393.1,0.0954,11.41,0,Low_Risk,0,0.4485050000000001,0.0225,3971.3722,130.1881,2375.41,10071.728,3.3
AML_Customer_01595,BR,0.4,4877.43,23,-0.16,80.82,2,1,2407,69.67,23.7893,529,0.0256,112180.89,-0.064,19.18,0,Low_Risk,0,0.49500249999999996,0.16,116.0308,367.8724,1950.97,-780.389,9.2
AML_Customer_01596,IN,0.35,4855.3,21,0.36,59.3,1,0,2302,84.12,23.5739,441,0.1296,101961.3,0.126,40.7,0,Low_Risk,0,0.434525,0.1225,114.4585,1656.49,1699.36,1747.908,7.35
AML_Customer_01597,CA,0.16,8860.29,17,0.348,41.44,1,0,1830,64.87,78.5047,289,0.121104,150624.93,0.05568,58.56,0,Low_Risk,0,0.366585,0.0256,695.5748,3429.2736,1417.65,3083.381,2.72
AML_Customer_01598,US,0.15,4037.41,27,0.456,73.66,0,0,3503,56.97,16.3007,729,0.207936,109010.07,0.0684,26.34,0,Low_Risk,0,0.33762500000000006,0.0225,65.8125,693.7956,605.61,1841.059,4.05
AML_Customer_01599,US,0.15,22970.91,27,0.255,87.22,2,1,2858,70.76,527.6627,729,0.065025,620214.57,0.03825,12.78,1,High_Risk,0,0.6199225,0.0225,12120.8925,163.3284,3445.64,5857.582,4.05
AML_Customer_01600,RU,0.7,6841.71,24,-0.6,80.1,2,0,1838,42.93,46.809,576,0.36,164201.04,-0.42,19.9,0,Low_Risk,1,0.570975,0.49,320.2536,396.01,4789.2,-4105.026,16.8
AML_Customer_01601,UK,0.18,540.78,19,0.026,86.69,1,1,923,9.14,0.2924,361,0.000676,10274.82,0.00468,13.31,0,Low_Risk,0,0.2500525,0.0324,0.1581,177.1561,97.34,14.06,3.42
AML_Customer_01602,DE,0.17,6803.4,17,-0.324,60.76,2,0,1974,96.24,46.2863,289,0.104976,115657.8,-0.05508,39.24,0,Low_Risk,0,0.32960749999999994,0.0289,314.9039,1539.7776,1156.58,-2204.302,2.89
AML_Customer_01603,CA,0.16,3503.28,20,0.009,55.67,0,0,467,43.23,12.273,400,8.1e-05,70065.6,0.00144,44.33,0,Low_Risk,0,0.22219749999999996,0.0256,42.9957,1965.1489,560.52,31.53,3.2
AML_Customer_01604,DE,0.17,1936.67,18,0.423,50.26,1,0,1325,66.54,3.7507,324,0.178929,34860.06,0.07191,49.74,0,Low_Risk,0,0.27177,0.0289,7.2639,2474.0676,329.23,819.211,3.06
AML_Customer_01605,US,0.15,2871.45,35,0.187,63.88,1,1,1333,53.13,8.2452,1225,0.034969,100500.75,0.02805,36.12,0,Low_Risk,0,0.4106024999999999,0.0225,23.6758,1304.6544,430.72,536.961,5.25
AML_Customer_01606,AE,0.28,11041.41,22,0.482,63.43,1,0,252,5.47,121.9127,484,0.232324,242911.02,0.13496,36.57,0,Low_Risk,0,0.4573575,0.0784,1346.0885,1337.3649,3091.59,5321.96,6.16
AML_Customer_01607,US,0.15,37370.65,25,0.2,69.13,0,0,1640,95.27,1396.5655,625,0.04,934266.25,0.03,30.87,0,Low_Risk,0,0.5475625000000001,0.0225,52190.5598,952.9569,5605.6,7474.13,3.75
AML_Customer_01608,NG,0.65,13537.03,20,-0.374,62.41,1,1,1990,79.25,183.2512,400,0.139876,270740.6,-0.2431,37.59,1,High_Risk,1,0.7239625,0.4225,2480.6767,1413.0081,8799.07,-5062.849,13.0
AML_Customer_01609,CA,0.16,5396.45,25,-0.802,62.33,2,0,538,14.91,29.1217,625,0.643204,134911.25,-0.12832,37.67,0,Low_Risk,0,0.3146925,0.0256,157.1537,1419.0289,863.43,-4327.953,4.0
AML_Customer_01610,IN,0.35,15613.7,18,0.132,49.47,1,0,3443,98.16,243.7876,324,0.017424,281046.6,0.0462,50.53,0,Low_Risk,0,0.5261350000000001,0.1225,3806.4269,2553.2809,5464.8,2061.008,6.3
AML_Customer_01611,RU,0.7,6253.58,24,0.005,83.83,0,1,2694,73.69,39.1073,576,2.5e-05,150085.92,0.0035,16.17,1,High_Risk,1,0.6359675,0.49,244.5604,261.4689,4377.51,31.268,16.8
AML_Customer_01612,IN,0.35,4941.38,25,-0.262,66.53,2,0,1095,47.23,24.4172,625,0.068644,123534.5,-0.0917,33.47,0,Low_Risk,0,0.415665,0.1225,120.6548,1120.2409,1729.48,-1294.642,8.75
AML_Customer_01613,IN,0.35,3120.15,26,-0.515,61.51,0,1,1229,61.14,9.7353,676,0.265225,81123.9,-0.18025,38.49,0,Low_Risk,0,0.43198000000000003,0.1225,30.3757,1481.4801,1092.05,-1606.877,9.1
AML_Customer_01614,DE,0.17,1716.72,33,-0.177,50.05,2,0,1298,10.67,2.9471,1089,0.031329,56651.76,-0.03009,49.95,0,Low_Risk,0,0.30790499999999993,0.0289,5.0594,2495.0025,291.84,-303.859,5.61
AML_Customer_01615,DE,0.17,6701.43,25,0.012,38.36,2,1,1306,56.04,44.9092,625,0.000144,167535.75,0.00204,61.64,0,Low_Risk,0,0.48806999999999995,0.0289,300.9556,3799.4896,1139.24,80.417,4.25
AML_Customer_01616,IN,0.35,11591.8,34,0.313,91.16,0,0,1327,7.37,134.3698,1156,0.097969,394121.2,0.10955,8.84,0,Low_Risk,0,0.52379,0.1225,1557.5882,78.1456,4057.13,3628.233,11.9
AML_Customer_01617,PK,0.55,8985.58,20,0.146,76.09,1,1,3036,54.49,80.7406,400,0.021316,179711.6,0.0803,23.91,1,High_Risk,1,0.6239025000000001,0.3025,725.5016,571.6881,4942.07,1311.895,11.0
AML_Customer_01618,IN,0.35,6529.16,22,0.643,32.52,2,0,3435,55.27,42.6299,484,0.413449,143641.52,0.22505,67.48,0,Low_Risk,0,0.4993999999999999,0.1225,278.3376,4553.5504,2285.21,4198.25,7.7
AML_Customer_01619,IN,0.35,3843.94,20,-0.282,80.26,2,0,633,87.44,14.7759,400,0.079524,76878.8,-0.0987,19.74,0,Low_Risk,0,0.35603500000000005,0.1225,56.7976,389.6676,1345.38,-1083.991,7.0
AML_Customer_01620,BR,0.4,18183.07,19,0.388,83.45,1,0,1064,72.51,330.624,361,0.150544,345478.33,0.1552,16.55,0,Low_Risk,0,0.5640525000000001,0.16,6011.76,273.9025,7273.23,7055.031,7.6
AML_Customer_01621,AE,0.28,2651.47,22,0.097,67.49,2,0,2229,24.96,7.0303,484,0.009409,58332.34,0.02716,32.51,0,Low_Risk,0,0.3211725,0.0784,18.6406,1056.9001,742.41,257.193,6.16
AML_Customer_01622,US,0.15,21504.72,29,0.323,96.96,4,0,218,88.84,462.453,841,0.104329,623636.88,0.04845,3.04,1,High_Risk,0,0.59542,0.0225,9944.9219,9.2416,3225.71,6946.025,4.35
AML_Customer_01623,IN,0.35,3632.89,15,-0.073,69.33,0,1,3037,57.32,13.1979,225,0.005329,54493.35,-0.02555,30.67,0,Low_Risk,0,0.3270425,0.1225,47.9465,940.6489,1271.51,-265.201,5.25
AML_Customer_01624,PK,0.55,4663.7,31,0.455,36.66,1,1,705,60.64,21.7501,961,0.207025,144574.7,0.25025,63.34,1,High_Risk,1,0.7060649999999999,0.3025,101.4359,4011.9556,2565.04,2121.984,17.05
AML_Customer_01625,UK,0.18,2282.93,26,0.183,72.3,2,0,667,16.9,5.2118,676,0.033489,59356.18,0.03294,27.7,0,Low_Risk,0,0.33349999999999996,0.0324,11.8981,767.29,410.93,417.776,4.68
AML_Customer_01626,BR,0.4,5994.5,15,-0.158,69.9,2,1,2288,85.78,35.934,225,0.024964,89917.5,-0.0632,30.1,0,Low_Risk,0,0.46058,0.16,215.4065,906.01,2397.8,-947.131,6.0
AML_Customer_01627,UK,0.18,26247.14,19,0.076,52.93,2,0,2026,93.1,688.9124,361,0.005776,498695.66,0.01368,47.07,0,Low_Risk,0,0.540635,0.0324,18081.9791,2215.5849,4724.49,1994.783,3.42
AML_Customer_01628,IN,0.35,16574.62,28,-0.004,76.47,0,0,3198,77.5,274.718,784,1.6e-05,464089.36,-0.0014,23.53,0,Low_Risk,0,0.5558375,0.1225,4553.3469,553.6609,5801.12,-66.298,9.8
AML_Customer_01629,US,0.15,26328.89,22,0.251,31.65,0,0,1874,94.08,693.2104,484,0.063001,579235.58,0.03765,68.35,0,Low_Risk,0,0.5084275,0.0225,18251.4616,4671.7225,3949.33,6608.551,3.3
AML_Customer_01630,AE,0.28,16682.95,18,-0.333,84.81,2,0,2416,30.23,278.3208,324,0.110889,300293.1,-0.09324,15.19,0,Low_Risk,0,0.424895,0.0784,4643.2123,230.7361,4671.23,-5555.422,5.04
AML_Customer_01631,BR,0.4,3282.4,22,0.07,47.44,2,0,76,86.11,10.7741,484,0.0049,72212.8,0.028,52.56,0,Low_Risk,0,0.43823499999999993,0.16,35.3651,2762.5536,1312.96,229.768,8.8
AML_Customer_01632,DE,0.17,7109.67,17,0.218,45.3,2,0,849,48.89,50.5474,289,0.047524,120864.39,0.03706,54.7,0,Low_Risk,0,0.3495225,0.0289,359.3754,2992.09,1208.64,1549.908,2.89
AML_Customer_01633,IN,0.35,4536.0,31,0.092,62.72,1,0,3052,16.39,20.5753,961,0.008464,140616.0,0.0322,37.28,0,Low_Risk,0,0.4340699999999999,0.1225,93.3295,1389.7984,1587.6,417.312,10.85
AML_Customer_01634,NG,0.65,37442.99,18,0.551,73.66,4,1,1110,66.88,1401.9775,324,0.303601,673973.82,0.35815,26.34,1,High_Risk,1,0.8841625,0.4225,52494.2295,693.7956,24337.94,20631.087,11.7
AML_Customer_01635,IR,0.75,2990.55,26,0.351,68.28,2,1,3176,68.41,8.9434,676,0.123201,77754.3,0.26325,31.72,1,High_Risk,1,0.6849599999999999,0.5625,26.7457,1006.1584,2242.91,1049.683,19.5
AML_Customer_01636,CA,0.16,24190.07,20,0.077,50.15,1,0,1307,28.69,585.1595,400,0.005929,483801.4,0.01232,49.85,0,Low_Risk,0,0.4423225,0.0256,14155.0489,2485.0225,3870.41,1862.635,3.2
AML_Customer_01637,SG,0.2,24172.09,22,0.156,54.88,1,1,2914,2.75,584.2899,484,0.024336,531785.98,0.0312,45.12,0,Low_Risk,0,0.5713324999999999,0.04,14123.5089,2035.8144,4834.42,3770.846,4.4
AML_Customer_01638,UK,0.18,61674.15,22,0.183,42.34,3,1,3029,19.98,3803.7008,484,0.033489,1356831.3,0.03294,57.66,1,High_Risk,0,0.6549174999999999,0.0324,234590.0124,3324.6756,11101.35,11286.369,3.96
AML_Customer_01639,PK,0.55,6570.29,17,0.221,60.51,0,1,2675,39.98,43.1687,289,0.048841,111694.93,0.12155,39.49,0,Low_Risk,1,0.5458850000000001,0.3025,283.6309,1559.4601,3613.66,1452.034,9.35
AML_Customer_01640,IR,0.75,20177.47,23,-0.559,86.5,2,0,2247,16.76,407.1303,529,0.312481,464081.81,-0.41925,13.5,1,High_Risk,1,0.7183375,0.5625,8214.8593,182.25,15133.1,-11279.206,17.25
AML_Customer_01641,IN,0.35,96921.03,22,-0.026,64.91,0,0,1199,19.4,9393.6861,484,0.000676,2132262.66,-0.0091,35.09,0,Low_Risk,0,0.5394475,0.1225,910445.7281,1231.3081,33922.36,-2519.947,7.7
AML_Customer_01642,RU,0.7,5336.68,26,-0.44,82.19,1,1,2916,39.14,28.4802,676,0.1936,138753.68,-0.308,17.81,1,High_Risk,1,0.6119775000000001,0.49,151.9895,317.1961,3735.68,-2348.139,18.2
AML_Customer_01643,AE,0.28,2132.31,31,0.527,94.11,2,1,1086,96.18,4.5467,961,0.277729,66101.61,0.14756,5.89,0,Low_Risk,0,0.5424875000000001,0.0784,9.6951,34.6921,597.05,1123.727,8.68
AML_Customer_01644,IN,0.35,1510.19,24,0.059,53.24,2,1,1568,76.42,2.2807,576,0.003481,36244.56,0.02065,46.76,0,Low_Risk,0,0.46850749999999997,0.1225,3.4443,2186.4976,528.57,89.101,8.4
AML_Customer_01645,US,0.15,20185.34,24,0.012,61.27,3,0,825,31.97,407.448,576,0.000144,484448.16,0.0018,38.73,0,Low_Risk,0,0.47922999999999993,0.0225,8224.4754,1500.0129,3027.8,242.224,3.6
AML_Customer_01646,BR,0.4,1505.45,23,0.394,100.0,1,1,3358,95.16,2.2664,529,0.155236,34625.35,0.1576,0.0,0,Low_Risk,0,0.48656000000000005,0.16,3.4119,0.0,602.18,593.147,9.2
AML_Customer_01647,UK,0.18,6820.45,24,0.228,93.89,1,0,3227,64.56,46.5185,576,0.051984,163690.8,0.04104,6.11,0,Low_Risk,0,0.4106025,0.0324,317.2774,37.3321,1227.68,1555.063,4.32
AML_Customer_01648,NG,0.65,15326.11,28,-0.315,31.55,1,1,3036,45.54,234.8896,784,0.099225,429131.08,-0.20475,68.45,1,High_Risk,1,0.8104775000000002,0.4225,3599.9446,4685.4025,9961.97,-4827.725,18.2
